course,course number,credit hours,section number,crn,start date,end date,type,meeting time start,meeting time end,meeting days,building location,room number,instructors
AAS,100,3 hours.,AD1,41758,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F      ,,,"Espiritu A,Zheng R"
AAS,100,3 hours.,AD2,47100,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,,,"Espiritu A,Zheng R"
AAS,100,3 hours.,AD3,47102,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,Engineering Hall,106B6,"Espiritu A,Lee S"
AAS,100,3 hours.,AD4,51248,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Engineering Hall,106B6,"Espiritu A,Lee S"
AAS,100,3 hours.,AD5,51249,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,,,"Espiritu A,Roy S"
AAS,100,3 hours.,AD6,51932,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F      ,,,"Espiritu A,Roy S"
AAS,100,3 hours.,AD7,59818,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,"Literatures, Cultures, & Ling",1136,"Espiritu A,Wang Y"
AAS,100,3 hours.,AD8,59819,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,"Literatures, Cultures, & Ling",1038,"Espiritu A,Wang Y"
AAS,100,3 hours.,AD9,59820,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Education Building,37,"Espiritu A,Mukhopadhyay A"
AAS,100,3 hours.,ADA,59821,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,Education Building,37,"Espiritu A,Mukhopadhyay A"
AAS,100,3 hours.,AL1,29646,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,MW     ,,,Espiritu A
AAS,200,3 hours.,C  ,67473,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,TR     ,,,Bui K
AAS,201,3 hours.,AD1,62301,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F      ,David Kinley Hall,222,
AAS,201,3 hours.,AD2,62302,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,David Kinley Hall,111,
AAS,201,3 hours.,AD3,62303,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,David Kinley Hall,212,
AAS,201,3 hours.,AL1,62300,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MW     ,Lincoln Hall,1090,Wong C
AAS,215,3 hours.,A  ,55765,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR     ,Armory,384,Kashani M
AAS,260,3 hours.,A  ,54352,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,09:30 AM,10:50 AM,TR     ,805 W Pennsylvania,121,Bright L
AAS,281,3 hours.,AD1,71409,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F      ,David Kinley Hall,325,
AAS,281,3 hours.,AD2,71413,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,"Literatures, Cultures, & Ling",G18,
AAS,281,3 hours.,AD3,71417,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Lincoln Hall,1064,
AAS,281,3 hours.,AD4,75269,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Armory,134,
AAS,281,3 hours.,AD5,75272,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,W      ,David Kinley Hall,219,
AAS,281,3 hours.,AD6,75275,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,W      ,David Kinley Hall,325,
AAS,281,3 hours.,AL1,70106,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW     ,Temple Hoyne Buell Hall,134,Ramirez Y
AAS,286,3 hours.,F  ,41932,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF    ,Henry Administration Bldg,137,
AAS,297,3 hours.,A  ,64421,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:45 AM,TR     ,Architecture Building,302,Chih D
AAS,297,3 hours.,B  ,77102,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:15 PM,MW     ,Bevier Hall,242,Balgopal A
AAS,310,4 hours.,D1 ,65000,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,03:50 PM,R      ,Education Building,389,Moton T
AAS,310,4 hours.,D2 ,33764,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,03:50 PM,R      ,Education Building,385,Moton T
AAS,310,4 hours.,D3 ,77817,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,03:50 PM,R      ,Education Building,376,Moton T
AAS,310,4 hours.,D4 ,79695,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,03:50 PM,R      ,Mumford Hall,320,Moton T
AAS,310,4 hours.,D5 ,79699,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,03:50 PM,R      ,Armory,137,Moton T
AAS,310,4 hours.,L  ,33770,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,03:50 PM,T      ,Education Building,2,Moton T
AAS,355,3 hours.,A  ,61320,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR     ,David Kinley Hall,219,Lule L
AAS,357,3 hours.,A  ,75368,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:30 AM,11:50 AM,MW     ,Armory,144,Lule L
AAS,395,2 OR 3 hours.,,71134,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
AAS,465,3 OR 4 hours.,G  ,54040,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:20 PM,M      ,1207 W Oregon,103,Flores N
AAS,465,3 OR 4 hours.,U  ,54039,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:20 PM,M      ,1207 W Oregon,103,Flores N
AAS,479,3 OR 4 hours.,G  ,55874,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,02:50 PM,W      ,1207 W Oregon,103,Lira N
AAS,479,3 OR 4 hours.,U  ,55873,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,02:50 PM,W      ,1207 W Oregon,103,Lira N
AAS,490,3 OR 4 hours.,WHG,47822,2024-08-26Z,2024-12-11Z,Lecture,03:30 PM,04:50 PM,TR     ,,,Hassan W
AAS,490,3 OR 4 hours.,WHU,47848,2024-08-26Z,2024-12-11Z,Lecture,03:30 PM,04:50 PM,TR     ,,,Hassan W
AAS,590,2 TO 4 hours.,D  ,51251,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:50 PM,T      ,,,"Kashani M,Rana J,Velasquez Estrada E"
ABE,127,2 hours.,RBH,78644,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,01:00 PM,02:50 PM,R      ,Agricultural Engr Sciences Bld,208,Bhattarai R
ABE,127,2 hours.,RBH,78644,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,02:50 PM,T      ,Agricultural Engr Sciences Bld,208,Bhattarai R
ABE,199,1 TO 5 hours.,,10141,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ABE,199,1 TO 5 hours.,AB ,70613,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,W      ,Agricultural Engr Sciences Bld,217,Boone A
ABE,199,1 TO 5 hours.,CHP,55376,2024-08-26Z,2024-10-18Z,Online,01:00 PM,02:50 PM,MW     ,,,"Bhattarai R,Davidson P,Kalita P"
ABE,227,3 hours.,LB1,79304,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,09:50 AM,R      ,Agricultural Engr Sciences Bld,242,Grift T
ABE,227,3 hours.,LB1,79304,2024-08-26Z,2024-12-11Z,Lecture,09:00 AM,09:50 AM,MW     ,Agricultural Engr Sciences Bld,137,Grift T
ABE,227,3 hours.,LB2,79305,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,R      ,Agricultural Engr Sciences Bld,242,Grift T
ABE,227,3 hours.,LB2,79305,2024-08-26Z,2024-12-11Z,Lecture,09:00 AM,09:50 AM,MW     ,Agricultural Engr Sciences Bld,137,Grift T
ABE,232,3 hours.,APW,75460,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR     ,Ceramics Building,218,Witmer A
ABE,340,3 hours.,MK ,77441,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,03:20 PM,TR     ,Agricultural Engr Sciences Bld,242,Kamruzzaman M
ABE,397,1 TO 4 hours.,,50272,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ABE,430,2 hours.,AL1,64779,2024-08-26Z,2024-12-11Z,Online Lecture,10:00 AM,11:50 AM,T      ,,,Davidson P
ABE,436,3 OR 4 hours.,ONL,76434,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,Malvandi A
ABE,436,3 OR 4 hours.,XW1,68450,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,M      ,Agricultural Engr Sciences Bld,208,Malvandi A
ABE,436,3 OR 4 hours.,XW1,68450,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,WF     ,Agricultural Engr Sciences Bld,208,Malvandi A
ABE,436,3 OR 4 hours.,XW2,68451,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,M      ,Agricultural Engr Sciences Bld,208,Malvandi A
ABE,436,3 OR 4 hours.,XW2,68451,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,WF     ,Agricultural Engr Sciences Bld,208,Malvandi A
ABE,452,3 OR 4 hours.,LFR,75570,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW     ,Campus Instructional Facility,3038,Rodriguez L
ABE,452,3 OR 4 hours.,LFR,75570,2024-08-26Z,2024-12-11Z,Online Discussion,ARRANGED,,,,,Rodriguez L
ABE,452,3 OR 4 hours.,LR1,76687,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW     ,Armory,242,Rodriguez L
ABE,452,3 OR 4 hours.,LR1,76687,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,W      ,Huff Hall,209,Rodriguez L
ABE,459,3 OR 4 hours.,A3 ,29655,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,05:50 PM,W      ,Agricultural Engr Sciences Bld,242,Cooke R
ABE,459,3 OR 4 hours.,A3 ,29655,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MW     ,Agricultural Engr Sciences Bld,242,Cooke R
ABE,459,3 OR 4 hours.,A4 ,39805,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,05:50 PM,W      ,Agricultural Engr Sciences Bld,242,Cooke R
ABE,459,3 OR 4 hours.,A4 ,39805,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MW     ,Agricultural Engr Sciences Bld,242,Cooke R
ABE,466,3 hours.,AB2,31277,2024-08-26Z,2024-12-11Z,Laboratory,02:00 PM,04:50 PM,R      ,Agricultural Engr Sciences Bld,137,Allen C
ABE,466,3 hours.,AL1,31280,2024-08-26Z,2024-12-11Z,Online Lecture,09:00 AM,09:50 AM,TR     ,,,Allen C
ABE,488,4 hours.,VS ,57478,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,TR     ,Agricultural Engr Sciences Bld,272,"Banerjee S,Maitra S,Singh V"
ABE,497,1 TO 4 hours.,,50183,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ABE,498,1 TO 4 hours.,,10169,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ABE,498,1 TO 4 hours.,AB ,77384,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,TR     ,Agricultural Engr Sciences Bld,242,Tessum M
ABE,498,1 TO 4 hours.,JG1,57122,2024-08-26Z,2024-12-11Z,Online,09:00 AM,10:40 AM,W      ,,,Guzman Jaimes J
ABE,498,1 TO 4 hours.,KM ,10884,2024-08-26Z,2024-12-11Z,Online Lecture,10:00 AM,11:00 AM,TR     ,,,Malek K
ABE,498,1 TO 4 hours.,LL ,79361,2024-10-21Z,2024-12-11Z,Lecture-Discussion,10:00 AM,11:50 AM,W      ,Agricultural Engr Sciences Bld,ARR,Leonelli L
ABE,498,1 TO 4 hours.,RBH,10840,2024-08-26Z,2024-12-11Z,Laboratory,02:00 PM,03:50 PM,R      ,Agricultural Engr Sciences Bld,220,Shajahan S
ABE,498,1 TO 4 hours.,RBH,10840,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,03:50 PM,MW     ,Agricultural Engr Sciences Bld,248,Shajahan S
ABE,498,1 TO 4 hours.,XW1,72232,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,Stillwell A
ABE,501,1 hours.,A  ,39806,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,F      ,Agricultural Engr Sciences Bld,272,Zhang Y
ABE,532,4 hours.,APW,75474,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,R      ,Campus Instructional Facility,3025,Witmer A
ABE,532,4 hours.,APW,75474,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR     ,Ceramics Building,218,Witmer A
ABE,594,0 hours.,AL1,47356,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,F      ,Agricultural Engr Sciences Bld,208,Issa S
ABE,597,1 TO 4 hours.,,10174,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ABE,599,0 TO 16 hours.,,10177,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ACCY,199,1 TO 5 hours.,,10033,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ACCY,200,3 hours.,B  ,39539,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,
ACCY,200,3 hours.,OL ,29670,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,
ACCY,201,3 hours.,AD1,36478,2024-08-26Z,2024-12-11Z,Online Discussion,09:00 AM,09:50 AM,F      ,,,
ACCY,201,3 hours.,AD2,36480,2024-08-26Z,2024-12-11Z,Discussion/Recitation,08:00 AM,08:50 AM,F      ,Business Instructional Fac,3007,
ACCY,201,3 hours.,AD4,36484,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F      ,Business Instructional Fac,3007,
ACCY,201,3 hours.,AD6,36486,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,Wohlers Hall,130,
ACCY,201,3 hours.,AD7,36487,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,Wohlers Hall,166,
ACCY,201,3 hours.,ADA,36494,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Wohlers Hall,130,
ACCY,201,3 hours.,ADB,36496,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Wohlers Hall,166,
ACCY,201,3 hours.,ADD,36502,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Business Instructional Fac,2057,
ACCY,201,3 hours.,ADE,36506,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F      ,Wohlers Hall,130,
ACCY,201,3 hours.,ADF,36509,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F      ,Wohlers Hall,166,
ACCY,201,3 hours.,ADG,36513,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,Business Instructional Fac,2001,
ACCY,201,3 hours.,ADI,36522,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Wohlers Hall,130,
ACCY,201,3 hours.,ADJ,36526,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Wohlers Hall,166,
ACCY,201,3 hours.,ADK,36530,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Business Instructional Fac,2001,
ACCY,201,3 hours.,ADL,36536,2024-08-26Z,2024-12-11Z,Online Discussion,10:00 AM,10:50 AM,F      ,,,
ACCY,201,3 hours.,ADN,36543,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,Business Instructional Fac,2057,
ACCY,201,3 hours.,AL1,36474,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,12:20 PM,TR     ,David Kinley Hall,114,
ACCY,201,3 hours.,AL2,36477,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,TR     ,David Kinley Hall,114,
ACCY,201,3 hours.,AL3,71428,2024-08-26Z,2024-12-11Z,Lecture,09:30 AM,10:50 AM,TR     ,David Kinley Hall,108,
ACCY,202,3 hours.,AD2,36556,2024-08-26Z,2024-12-11Z,Online Discussion,09:00 AM,09:50 AM,F      ,,,
ACCY,202,3 hours.,AD3,36560,2024-08-26Z,2024-12-11Z,Online Discussion,10:00 AM,10:50 AM,F      ,,,
ACCY,202,3 hours.,AD4,36565,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Business Instructional Fac,3063,
ACCY,202,3 hours.,AD5,36568,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F      ,Business Instructional Fac,3063,
ACCY,202,3 hours.,AD7,71329,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F      ,Business Instructional Fac,2007,
ACCY,202,3 hours.,AD8,71330,2024-08-26Z,2024-12-11Z,Discussion/Recitation,08:00 AM,08:50 AM,F      ,Business Instructional Fac,2007,
ACCY,202,3 hours.,AD9,71331,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Business Instructional Fac,1025,
ACCY,202,3 hours.,ADA,71332,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,Business Instructional Fac,1025,
ACCY,202,3 hours.,AL1,36549,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,03:20 PM,TR     ,Wohlers Hall,141,
ACCY,202,3 hours.,AL2,71328,2024-08-26Z,2024-12-11Z,Lecture,03:30 PM,04:50 PM,TR     ,Armory,148,
ACCY,290,0 TO 3 hours.,O  ,45794,2024-08-26Z,2024-12-11Z,Internship,ARRANGED,,,,,
ACCY,301,3 hours.,AE1,36577,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,MW     ,Business Instructional Fac,2001,
ACCY,301,3 hours.,AE2,36581,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,MW     ,Business Instructional Fac,2001,
ACCY,301,3 hours.,AE3,36584,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Business Instructional Fac,1049,
ACCY,301,3 hours.,AE4,36587,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,MW     ,Business Instructional Fac,2005,
ACCY,301,3 hours.,AE6,36592,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,MW     ,Business Instructional Fac,1049,
ACCY,301,3 hours.,AE8,36598,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,MW     ,Business Instructional Fac,1049,
ACCY,301,3 hours.,AEB,49255,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW     ,Business Instructional Fac,2005,
ACCY,302,3 hours.,AE2,36614,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR     ,Business Instructional Fac,2001,
ACCY,302,3 hours.,AE3,36618,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR     ,Business Instructional Fac,3003,
ACCY,302,3 hours.,AE4,36677,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR     ,Business Instructional Fac,2005,
ACCY,302,3 hours.,AE5,36680,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR     ,Business Instructional Fac,2005,
ACCY,302,3 hours.,AE8,36688,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,TR     ,Business Instructional Fac,2005,
ACCY,302,3 hours.,AEA,49258,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,Business Instructional Fac,3003,
ACCY,302,3 hours.,AY1,36690,2024-08-26Z,2024-12-11Z,Lecture,05:00 PM,05:50 PM,M      ,Business Instructional Fac,1001,
ACCY,303,3 hours.,AE2,36700,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,MW     ,Wohlers Hall,166,
ACCY,303,3 hours.,AE3,36701,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Wohlers Hall,166,
ACCY,303,3 hours.,AE4,36713,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,MW     ,Wohlers Hall,166,
ACCY,303,3 hours.,AE5,49259,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW     ,Wohlers Hall,166,
ACCY,303,3 hours.,AE6,36703,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,MW     ,Wohlers Hall,166,
ACCY,303,3 hours.,AE7,67818,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Wohlers Hall,130,
ACCY,304,3 hours.,AE1,31317,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,TR     ,Business Instructional Fac,1049,
ACCY,304,3 hours.,AE2,31318,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR     ,Business Instructional Fac,1049,
ACCY,304,3 hours.,AE3,31319,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR     ,Business Instructional Fac,2001,
ACCY,304,3 hours.,AE4,31320,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR     ,Business Instructional Fac,2001,
ACCY,304,3 hours.,AE5,49280,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,Business Instructional Fac,2001,
ACCY,312,3 hours.,A  ,31321,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,MW     ,Business Instructional Fac,3001,
ACCY,312,3 hours.,C  ,31330,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW     ,Business Instructional Fac,3001,
ACCY,312,3 hours.,D  ,31332,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,MW     ,Business Instructional Fac,3001,
ACCY,312,3 hours.,E  ,31333,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,MW     ,Business Instructional Fac,3003,
ACCY,312,3 hours.,F  ,45719,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,MW     ,Business Instructional Fac,3003,
ACCY,312,3 hours.,G  ,45934,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Business Instructional Fac,3003,
ACCY,321,3 hours.,WA ,60065,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:30 PM,07:30 PM,W      ,Washington DC,ARR,Howell C
ACCY,375,1 hours.,CPA,79407,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,05:50 PM,T      ,Business Instructional Fac,3009,
ACCY,398,0 TO 16 hours.,A  ,61229,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,
ACCY,398,0 TO 16 hours.,B  ,64742,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,
ACCY,398,0 TO 16 hours.,C  ,64739,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,
ACCY,398,0 TO 16 hours.,D  ,64732,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,
ACCY,405,3 hours.,AE1,36754,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,MW     ,Business Instructional Fac,2005,
ACCY,405,3 hours.,AE2,36758,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Business Instructional Fac,3001,
ACCY,405,3 hours.,AE3,36764,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Business Instructional Fac,2005,
ACCY,405,3 hours.,AE4,36768,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW     ,Business Instructional Fac,2001,
ACCY,405,3 hours.,AE5,36771,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,MW     ,Business Instructional Fac,2001,
ACCY,405,3 hours.,AE6,36775,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,08:50 AM,MW     ,Business Instructional Fac,2005,
ACCY,405,3 hours.,AY1,36779,2024-08-26Z,2024-12-11Z,Lecture,04:00 PM,05:20 PM,R      ,Business Instructional Fac,1001,
ACCY,410,3 OR 4 hours.,A3 ,29671,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,MW     ,Business Instructional Fac,2043,
ACCY,410,3 OR 4 hours.,A4 ,64651,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,MW     ,Business Instructional Fac,2043,
ACCY,410,3 OR 4 hours.,B3 ,61231,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR     ,Business Instructional Fac,3003,
ACCY,410,3 OR 4 hours.,B4 ,64652,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR     ,Business Instructional Fac,3003,
ACCY,410,3 OR 4 hours.,C3 ,62729,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR     ,Business Instructional Fac,3063,
ACCY,410,3 OR 4 hours.,C4 ,64654,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR     ,Business Instructional Fac,3063,
ACCY,410,3 OR 4 hours.,D3 ,62730,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Business Instructional Fac,2011,
ACCY,410,3 OR 4 hours.,D4 ,64656,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,Business Instructional Fac,2011,
ACCY,410,3 OR 4 hours.,E3 ,62731,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,MW     ,Business Instructional Fac,1025,
ACCY,410,3 OR 4 hours.,E4 ,64657,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,MW     ,Business Instructional Fac,1025,
