course,course number,credit hours,section number,crn,start date,end date,type,meeting time start,meeting time end,meeting days,building location,room number,instructors
DANC,116,2 hours.,B  ,76964,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,Dance Studio,111,Gonzalez G
DANC,116,2 hours.,C  ,77001,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,MW     ,Dance Studio,103,Chiaramonte L
DANC,116,2 hours.,D  ,76967,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,,,Amiri B
DANC,116,2 hours.,E  ,76992,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,MW     ,,,Tecza A
DANC,116,2 hours.,F  ,77004,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,TR     ,Krannert Center for Perf Arts,2127,Tecza A
DANC,116,2 hours.,G  ,76951,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:20 AM,MW     ,Krannert Center for Perf Arts,2127,Henss J
DANC,116,2 hours.,H  ,77718,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:20 PM,TR     ,Dance Studio,103,Condon e
DANC,131,1 OR 2 hours.,DP ,31697,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,"Ciofalo T,Harrington A,Miguens M"
DANC,150,1 hours.,A  ,29774,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,F      ,Dance Studio,103,Barbier A
DANC,160,1 TO 3 hours.,A  ,29776,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,MTWR   ,Dance Studio,111,"Barbier A,Rizzuto R"
DANC,200,3 hours.,OL1,68132,2024-08-26Z,2024-10-18Z,Online,ARRANGED,,,,,Jensen C
DANC,200,3 hours.,OL2,78160,2024-10-21Z,2024-12-11Z,Online,ARRANGED,,,,,Henss J
DANC,201,2 hours.,A  ,70399,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,MW     ,Dance Studio,111,Lewis T
DANC,209,2 hours.,A  ,67820,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,MW     ,Krannert Center for Perf Arts,2127,Rizzuto R
DANC,216,2 hours.,AA ,76957,2024-08-26Z,2024-12-11Z,Studio,11:00 AM,12:20 PM,MW     ,Dance Studio,103,Sapozhnikov A
DANC,216,2 hours.,BB ,76989,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,06:20 PM,MW     ,Krannert Center for Perf Arts,2500,Aprahamian S
DANC,216,2 hours.,CC ,76995,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:20 PM,TR     ,Krannert Center for Perf Arts,2500,Owens N
DANC,216,2 hours.,DD ,76969,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,06:20 PM,MW     ,Dance Studio,111,Henss J
DANC,220,1 TO 2 hours.,A  ,77787,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,220,1 TO 2 hours.,B  ,67325,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,220,1 TO 2 hours.,C  ,77790,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,220,1 TO 2 hours.,D  ,77788,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,220,1 TO 2 hours.,E  ,77789,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,220,1 TO 2 hours.,F  ,44196,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,220,1 TO 2 hours.,G  ,77781,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,231,1 OR 2 hours.,DP ,39477,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,"Ciofalo T,Harrington A,Miguens M"
DANC,232,2 hours.,A  ,29781,2024-08-26Z,2024-12-11Z,Laboratory,10:35 AM,11:50 AM,MTWR   ,Dance Studio,111,"Barbier A,Rizzuto R"
DANC,256,1 hours.,A  ,76732,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:30 PM,TR     ,Dance Studio,103,Sapozhnikov A
DANC,259,2 hours.,A  ,57759,2024-08-26Z,2024-12-11Z,Laboratory,10:35 AM,11:50 AM,TR     ,Krannert Center for Perf Arts,2500,"Caldarella P,Chiaramonte L,Hook S"
DANC,260,1 TO 5 hours.,A  ,76458,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,MTWR   ,Krannert Center for Perf Arts,2500,"Caldarella P,Chiaramonte L,Hook S"
DANC,262,2 hours.,A  ,29783,2024-08-26Z,2024-12-11Z,Laboratory,10:35 AM,11:50 AM,MW     ,Krannert Center for Perf Arts,2500,"Caldarella P,Chiaramonte L,Hook S"
DANC,270,1 hours.,A  ,76935,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,F      ,Krannert Center for Perf Arts,2500,Lewis T
DANC,301,1 hours.,A  ,58098,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,MW     ,Dance Studio,111,Lewis T
DANC,302,1 hours.,B  ,70630,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,08:50 AM,MW     ,Dance Studio,103,Marini N
DANC,303,3 hours.,TT ,70628,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,08:00 AM,10:50 AM,F      ,Dance Studio,103,Marini N
DANC,316,1 hours.,B  ,76965,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,Dance Studio,111,Gonzalez G
DANC,316,1 hours.,C  ,76999,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,MW     ,Dance Studio,103,Chiaramonte L
DANC,316,1 hours.,D  ,76987,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,,,Amiri B
DANC,316,1 hours.,E  ,76993,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,MW     ,,,Tecza A
DANC,316,1 hours.,F  ,77005,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,TR     ,Krannert Center for Perf Arts,2127,Tecza A
DANC,316,1 hours.,I  ,76962,2024-08-26Z,2024-12-11Z,Studio,11:00 AM,12:20 PM,MW     ,Dance Studio,103,Sapozhnikov A
DANC,316,1 hours.,J  ,76990,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,06:20 PM,MW     ,Krannert Center for Perf Arts,2500,Aprahamian S
DANC,316,1 hours.,K  ,76953,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:20 PM,TR     ,Krannert Center for Perf Arts,2500,Owens N
DANC,316,1 hours.,L  ,76972,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,06:20 PM,MW     ,Dance Studio,111,Henss J
DANC,330,1 hours.,A  ,62968,2024-08-26Z,2024-12-11Z,Laboratory,02:30 PM,04:30 PM,F      ,907 1/2 W Nevada,110,Chiaramonte L
DANC,331,1 OR 2 hours.,DP ,31670,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,"Ciofalo T,Harrington A,Miguens M"
DANC,340,3 hours.,OL1,59812,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,Owens N
DANC,340,3 hours.,OL2,79368,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,Emadian E
DANC,345,3 hours.,A  ,63359,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:30 PM,MW     ,907 1/2 W Nevada,110,"Marini N,Nettl-Fiol R"
DANC,360,1 TO 5 hours.,A  ,72996,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,MTWR   ,Dance Studio,103,"D’ Orléans Juste R,Oliver C"
DANC,370,1 hours.,A  ,79425,2024-08-26Z,2024-12-11Z,Online,01:00 PM,02:20 PM,F      ,,,Rizzuto R
DANC,401,1 hours.,A  ,29799,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,F      ,Dance Studio,111,Nettl-Fiol R
DANC,420,1 TO 2 hours.,B  ,77801,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,420,1 TO 2 hours.,C  ,78876,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,420,1 TO 2 hours.,D  ,77841,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,420,1 TO 2 hours.,E  ,77800,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,420,1 TO 2 hours.,F  ,77784,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,420,1 TO 2 hours.,G  ,77802,2024-10-21Z,2024-12-11Z,Laboratory,ARRANGED,,,,,
DANC,425,1 TO 4 hours.,INT,64270,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,Sapozhnikov A
DANC,431,1 OR 2 hours.,DP ,39480,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,"Ciofalo T,Harrington A,Miguens M"
DANC,440,3 hours.,A  ,79548,2024-08-26Z,2024-12-11Z,Online,ARRANGED,,,,,Brandt B
DANC,441,3 hours.,A  ,76937,2024-08-26Z,2024-12-11Z,Laboratory,10:35 AM,11:50 AM,MW     ,907 1/2 W Nevada,109,"D’ Orléans Juste R,Oliver C"
DANC,451,1 TO 4 hours.,A  ,10585,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,10:50 AM,F      ,,,Marini N
DANC,451,1 TO 4 hours.,A  ,10585,2024-08-26Z,2024-12-11Z,Lecture,08:00 AM,08:50 AM,MW     ,,,Marini N
DANC,451,1 TO 4 hours.,B  ,41088,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,Nettl-Fiol R
DANC,456,1 hours.,A  ,76733,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:30 PM,TR     ,Dance Studio,103,Sapozhnikov A
DANC,460,1 TO 5 hours.,A  ,72997,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,MTWR   ,Dance Studio,103,"D’ Orléans Juste R,Oliver C"
DANC,470,1 hours.,A  ,76938,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:30 AM,F      ,Krannert Center for Perf Arts,2500,Lewis T
DANC,474,2 hours.,A  ,79580,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,Krannert Center for Perf Arts,2500,Emadian E
DANC,475,3 hours.,A  ,76940,2024-08-26Z,2024-12-11Z,Laboratory,02:30 PM,04:00 PM,F      ,907 1/2 W Nevada,109,Aprahamian S
DANC,490,1 TO 2 hours.,1  ,77779,2024-08-26Z,2024-12-11Z,Laboratory,ARRANGED,,,,,D’ Orléans Juste R
DANC,495,1 hours.,A  ,29815,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,F      ,907 1/2 W Nevada,109,Rizzuto R
DANC,496,2 hours.,A  ,76155,2024-08-26Z,2024-12-11Z,Laboratory,02:30 PM,04:00 PM,F      ,907 1/2 W Nevada,109,Aprahamian S
DANC,498,1 OR 2 hours.,A  ,65088,2024-10-21Z,2024-12-11Z,Lecture-Discussion,10:35 AM,11:50 AM,TR     ,Dance Studio,103,"Gonzalez G,Rizzuto R"
DANC,499,1 TO 2 hours.,A  ,29824,2024-08-26Z,2024-12-11Z,Lecture-Discussion,ARRANGED,,,,,"Gonzalez G,Rizzuto R"
DANC,516,1 TO 2 hours.,B  ,76966,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,Dance Studio,111,Gonzalez G
DANC,516,1 TO 2 hours.,C  ,77003,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,MW     ,Dance Studio,103,Chiaramonte L
DANC,516,1 TO 2 hours.,D  ,76988,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,TR     ,,,Amiri B
DANC,516,1 TO 2 hours.,E  ,76994,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,MW     ,,,Tecza A
DANC,516,1 TO 2 hours.,F  ,77006,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,TR     ,Krannert Center for Perf Arts,2127,Tecza A
DANC,516,1 TO 2 hours.,G  ,76955,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,10:20 AM,MW     ,Krannert Center for Perf Arts,2127,Henss J
DANC,516,1 TO 2 hours.,H  ,76997,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:20 PM,TR     ,Dance Studio,111,Condon e
DANC,516,1 TO 2 hours.,I  ,77000,2024-08-26Z,2024-12-11Z,Studio,11:00 AM,12:20 PM,MW     ,Dance Studio,103,Sapozhnikov A
DANC,516,1 TO 2 hours.,J  ,76991,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,06:20 PM,MW     ,Krannert Center for Perf Arts,2500,Aprahamian S
DANC,516,1 TO 2 hours.,K  ,76963,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:20 PM,TR     ,Krannert Center for Perf Arts,2500,Owens N
DANC,516,1 TO 2 hours.,L  ,76975,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,06:20 PM,MW     ,Dance Studio,111,Henss J
DANC,520,4 hours.,A  ,62969,2024-08-26Z,2024-12-11Z,Laboratory,10:35 AM,11:50 AM,MTWR   ,,,"Aprahamian S,Monson J"
DANC,531,1 hours.,A  ,62525,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,F      ,,,
DANC,541,2 hours.,A  ,59813,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,02:50 PM,MW     ,907 1/2 W Nevada,109,Brandt B
DANC,598,4 hours.,A  ,50808,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,M      ,,,D’ Orléans Juste R
DTX,180,1 hours.,A  ,78357,2024-08-26Z,2024-10-18Z,Lecture-Discussion,11:00 AM,12:20 PM,R      ,,,"James C,Schultz A"
DTX,180,1 hours.,C  ,78838,2024-10-21Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,T      ,,,"James C,Schultz A"
DTX,451,3 OR 4 hours.,ONL,79629,2024-08-26Z,2024-12-11Z,Online,02:00 PM,02:50 PM,MWF    ,,,"Dohman B,Schultz A"
DTX,451,3 OR 4 hours.,SCD,79628,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,04:50 PM,T      ,,,"Dohman B,Schultz A"
DTX,495,1 TO 4 hours.,1  ,77374,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:50 PM,MW     ,,,"Heaton R,Schultz A"
DTX,495,1 TO 4 hours.,B  ,78626,2024-10-21Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,,,"Duke C,Fava J,Schultz A"
DTX,495,1 TO 4 hours.,UJ ,79631,2024-08-26Z,2024-10-18Z,Lecture-Discussion,09:00 AM,10:50 AM,MW     ,,,Schultz A
DTX,495,1 TO 4 hours.,UX ,79630,2024-08-26Z,2024-10-18Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,,,"Schultz A,Switzky R"
DTX,499,3 OR 4 hours.,A  ,78358,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,10:50 AM,W      ,,,"Ladd B,Schultz A"
EALC,120,3 hours.,AD1,34320,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,Gregory Hall,321,
EALC,120,3 hours.,AD2,34321,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Armory,144,
EALC,120,3 hours.,AD3,34322,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,W      ,Gregory Hall,221,
EALC,120,3 hours.,AD4,34323,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Gregory Hall,321,
EALC,120,3 hours.,AD5,34324,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,W      ,"Literatures, Cultures, & Ling",G36,
EALC,120,3 hours.,AD6,34325,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,Gregory Hall,331,
EALC,120,3 hours.,AL1,34326,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MW     ,Animal Sciences Laboratory,150,Shao D
EALC,130,3 hours.,S  ,40948,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MW     ,English Building,259,Su Y
EALC,132,3 hours.,A  ,41086,2024-08-26Z,2024-12-11Z,Online Lecture,04:00 PM,06:50 PM,F      ,,,Mayer A
EALC,199,1 TO 5 hours.,,10596,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
EALC,207,3 hours.,YW ,78717,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,TR     ,"Literatures, Cultures, & Ling",1112,Wang Y
EALC,208,3 hours.,JC ,79474,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,01:20 PM,TR     ,Gregory Hall,219,Chen J
EALC,212,3 hours.,NG ,77314,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,MW     ,,,Gunji N
EALC,225,3 hours.,CC ,78360,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,12:20 PM,TR     ,English Building,150,Callahan C
EALC,230,3 hours.,AD1,74002,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MW     ,Gregory Hall,100,Persiani G
EALC,230,3 hours.,ADA,78753,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F      ,,,"Persiani G,Stetsuk A"
EALC,230,3 hours.,ADB,76384,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,,,"Persiani G,Stetsuk A"
EALC,230,3 hours.,ADC,76386,2024-08-26Z,2024-12-11Z,Discussion/Recitation,02:00 PM,02:50 PM,F      ,,,"Persiani G,Stetsuk A"
EALC,230,3 hours.,ADD,76387,2024-08-26Z,2024-12-11Z,Discussion/Recitation,03:00 PM,03:50 PM,F      ,,,"Persiani G,Zhang S"
EALC,230,3 hours.,ADE,76399,2024-08-26Z,2024-12-11Z,Discussion/Recitation,04:00 PM,04:50 PM,F      ,Armory,243,"Persiani G,Zhang S"
EALC,230,3 hours.,ADF,76400,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,Transportation Building,204,"Persiani G,Ren X"
EALC,230,3 hours.,ADG,76402,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,Transportation Building,204,"Persiani G,Ren X"
EALC,230,3 hours.,ADH,78755,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F      ,Transportation Building,204,"Persiani G,Ren X"
EALC,230,3 hours.,ADI,78757,2024-08-26Z,2024-12-11Z,Discussion/Recitation,05:00 PM,05:50 PM,F      ,Armory,242,"Persiani G,Zhang S"
EALC,250,3 hours.,AD3,47188,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,,,"Callahan C,Li Y"
EALC,250,3 hours.,AD6,47191,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,,,"Callahan C,Li Y"
EALC,250,3 hours.,AD8,47193,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,R      ,"Literatures, Cultures, & Ling",G30,"Callahan C,Li Y"
EALC,250,3 hours.,AL1,29830,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,11:50 AM,MW     ,,,Callahan C
EALC,275,3 hours.,AD1,47197,2024-08-26Z,2024-12-11Z,Discussion/Recitation,09:00 AM,09:50 AM,F      ,,,Chiang I
EALC,275,3 hours.,AD2,47199,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,,,
EALC,275,3 hours.,AD3,47201,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F      ,,,"Bian R,Persiani G"
EALC,275,3 hours.,AD4,47203,2024-08-26Z,2024-12-11Z,Discussion/Recitation,ARRANGED,,,,,
EALC,275,3 hours.,AD5,47205,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F      ,,,"Bian R,Persiani G"
EALC,275,3 hours.,AD6,47207,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F      ,,,"Bian R,Persiani G"
EALC,275,3 hours.,AL1,47209,2024-08-26Z,2024-12-11Z,Lecture,12:00 PM,12:50 PM,MW     ,,,Persiani G
EALC,280,3 hours.,JM ,79475,2024-08-26Z,2024-12-11Z,Lecture,12:00 PM,12:50 PM,MWF    ,Gregory Hall,219,Martin J
EALC,285,3 hours.,A  ,45636,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR     ,,,Song M
EALC,360,3 hours.,BTA,78362,2024-08-26Z,2024-12-11Z,Online,01:20 PM,02:40 PM,WF     ,,,"Butler D,Ha J"
EALC,365,3 hours.,A  ,60229,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,,,Song M
EALC,367,3 hours.,D  ,53716,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:20 PM,MW     ,,,
EALC,390,2 TO 4 hours.,,10597,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
EALC,398,3 hours.,NG ,73298,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:50 PM,W      ,,,Gunji N
EALC,398,3 hours.,YW ,78718,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,03:30 PM,W      ,,,Wang Y
EALC,402,3 OR 4 hours.,AB ,43955,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW     ,Art and Design Building,316,Burkus-Chasson A
EALC,402,3 OR 4 hours.,GRD,43954,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW     ,Art and Design Building,316,Burkus-Chasson A
EALC,430,3 OR 4 hours.,G  ,45217,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,"Literatures, Cultures, & Ling",1032,Su Y
EALC,430,3 OR 4 hours.,U  ,42889,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR     ,"Literatures, Cultures, & Ling",1032,Su Y
EALC,430,3 OR 4 hours.,YS ,79477,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,02:20 PM,TR     ,,,Su Y
EALC,470,3 OR 4 hours.,JM ,79479,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,12:20 PM,TR     ,"Literatures, Cultures, & Ling",G36,Martin J
EALC,485,3 OR 4 hours.,CC ,78363,2024-08-26Z,2024-12-11Z,Lecture,04:00 PM,06:50 PM,F      ,"Literatures, Cultures, & Ling",1018,Callahan C
EALC,490,2 TO 12 hours.,,10599,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
EALC,495,3 OR 4 hours.,AN3,72378,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:00 PM,W      ,"Literatures, Cultures, & Ling",1128,Newman A
EALC,495,3 OR 4 hours.,AN4,72379,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:00 PM,W      ,"Literatures, Cultures, & Ling",1128,Newman A
EALC,500,4 hours.,G  ,29833,2024-08-26Z,2024-12-11Z,Lecture,04:00 PM,06:20 PM,T      ,Mumford Hall,316S,"Martin J,Wilson R"
EALC,511,4 hours.,B  ,72614,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:20 PM,M      ,"Literatures, Cultures, & Ling",G96,Jenkins R
EALC,511,4 hours.,E  ,73864,2024-08-26Z,2024-12-11Z,Online,03:00 PM,05:20 PM,M      ,,,Jenkins R
EALC,550,4 hours.,JC2,78376,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,05:50 PM,M      ,"Literatures, Cultures, & Ling",1018,Chen J
EALC,550,4 hours.,NG ,78374,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:50 PM,W      ,,,Gunji N
EALC,550,4 hours.,YW ,78719,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,03:30 PM,W      ,,,Wang Y
EALC,560,4 hours.,EG ,29834,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,03:20 PM,T      ,English Building,156,Sadler M
EALC,588,4 hours.,MS ,35544,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,MW     ,"Literatures, Cultures, & Ling",1136,Ionin T
EALC,590,2 TO 12 hours.,,10003,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
EALC,599,0 TO 16 hours.,,10007,2024-08-26Z,2024-12-11Z,Independent Study,ARRANGED,,,,,
ECE,101,3 hours.,ABA,45173,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:50 PM,F      ,Electrical & Computer Eng Bldg,3081,
ECE,101,3 hours.,ABD,45176,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,F      ,,,
ECE,101,3 hours.,AL ,45172,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,11:50 AM,MW     ,Electrical & Computer Eng Bldg,3081,Chakravarty A
ECE,110,3 hours.,AB0,36785,2024-08-26Z,2024-12-11Z,Laboratory,06:00 PM,08:50 PM,M      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB1,36788,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,11:50 AM,W      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB2,36780,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,11:50 AM,R      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB3,36801,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,11:50 AM,F      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB4,36794,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,02:50 PM,M      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB5,55569,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,02:50 PM,T      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB6,36798,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,02:50 PM,W      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB7,55155,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,02:50 PM,R      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB8,36781,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,02:50 PM,F      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,AB9,55156,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,05:50 PM,M      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,ABA,36778,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,05:50 PM,T      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,ABB,36800,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,05:50 PM,W      ,Electrical & Computer Eng Bldg,1001,
ECE,110,3 hours.,ABC,36792,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,05:50 PM,R      ,Electrical & Computer Eng Bldg,1001,
